time_period,phase_type_grouping,pupil_sen_status,primary_need,pupil_count,Need_code,Need_category,AYCode
201516,special,Total,"Social, Emotional and Mental Health",427,SEMH,"Social, Emotional, Mental Health",2015
201516,special,Total,Specific Learning Difficulty,64,SPLD,Cognition & Learning,2015
201516,special,Total,"Speech, Language and Communications needs",537,SLCN,Communication & Interaction,2015
201516,special,Total,Visual Impairment,189,VI,Physical &/or Sensory,2015
201516,AP,EHC plans,Autistic Spectrum Disorder,160,ASD,Communication & Interaction,2015
201516,AP,EHC plans,Hearing Impairment,3,HI,Physical &/or Sensory,2015
201516,AP,EHC plans,Moderate Learning Difficulty,71,MLD,Cognition & Learning,2015
201516,AP,EHC plans,Multi- Sensory Impairment,1,MSI,Physical &/or Sensory,2015
201516,AP,EHC plans,Other Difficulty/Disability,26,OTH,Other,2015
201516,AP,EHC plans,Physical Disability,15,PD,Physical &/or Sensory,2015
201516,AP,EHC plans,Profound & Multiple Learning Difficulty,5,PMLD,Cognition & Learning,2015
201516,AP,EHC plans,SEN support but no specialist assessment of type of need,12,NSA,No Specific Assessment,2015
201516,AP,EHC plans,Severe Learning Difficulty,10,SLD,Cognition & Learning,2015
201516,AP,EHC plans,"Social, Emotional and Mental Health",1074,SEMH,"Social, Emotional, Mental Health",2015
201516,AP,EHC plans,Specific Learning Difficulty,60,SPLD,Cognition & Learning,2015
201516,AP,EHC plans,"Speech, Language and Communications needs",56,SLCN,Communication & Interaction,2015
201516,AP,EHC plans,Visual Impairment,8,VI,Physical &/or Sensory,2015
201516,AP,No SEN,Missing,3499,MN,Other,2015
201516,AP,SEN Support,Autistic Spectrum Disorder,105,ASD,Communication & Interaction,2015
201516,AP,SEN Support,Hearing Impairment,12,HI,Physical &/or Sensory,2015
201516,AP,SEN Support,Moderate Learning Difficulty,445,MLD,Cognition & Learning,2015
201516,AP,SEN Support,Other Difficulty/Disability,219,OTH,Other,2015
201516,AP,SEN Support,Physical Disability,18,PD,Physical &/or Sensory,2015
201516,AP,SEN Support,Profound & Multiple Learning Difficulty,4,PMLD,Cognition & Learning,2015
201516,AP,SEN Support,SEN support but no specialist assessment of type of need,564,NSA,No Specific Assessment,2015
201516,AP,SEN Support,Severe Learning Difficulty,2,SLD,Cognition & Learning,2015
201516,AP,SEN Support,"Social, Emotional and Mental Health",8199,SEMH,"Social, Emotional, Mental Health",2015
201516,AP,SEN Support,Specific Learning Difficulty,283,SPLD,Cognition & Learning,2015
201516,AP,SEN Support,"Speech, Language and Communications needs",151,SLCN,Communication & Interaction,2015
201516,AP,SEN Support,Visual Impairment,13,VI,Physical &/or Sensory,2015
201516,AP,Total,Autistic Spectrum Disorder,265,ASD,Communication & Interaction,2015
201516,AP,Total,Hearing Impairment,15,HI,Physical &/or Sensory,2015
201516,AP,Total,Missing,3499,MN,Other,2015
201516,AP,Total,Moderate Learning Difficulty,516,MLD,Cognition & Learning,2015
201516,AP,Total,Multi- Sensory Impairment,1,MSI,Physical &/or Sensory,2015
201516,AP,Total,Other Difficulty/Disability,245,OTH,Other,2015
201516,AP,Total,Physical Disability,33,PD,Physical &/or Sensory,2015
201516,AP,Total,Profound & Multiple Learning Difficulty,9,PMLD,Cognition & Learning,2015
201516,AP,Total,SEN support but no specialist assessment of type of need,576,NSA,No Specific Assessment,2015
201516,AP,Total,Severe Learning Difficulty,12,SLD,Cognition & Learning,2015
201516,AP,Total,"Social, Emotional and Mental Health",9273,SEMH,"Social, Emotional, Mental Health",2015
201516,AP,Total,Specific Learning Difficulty,343,SPLD,Cognition & Learning,2015
201516,AP,Total,"Speech, Language and Communications needs",207,SLCN,Communication & Interaction,2015
201516,AP,Total,Visual Impairment,21,VI,Physical &/or Sensory,2015
201516,nursery,EHC plans,Autistic Spectrum Disorder,103,ASD,Communication & Interaction,2015
201516,nursery,EHC plans,Hearing Impairment,16,HI,Physical &/or Sensory,2015
201516,nursery,EHC plans,Moderate Learning Difficulty,20,MLD,Cognition & Learning,2015
201516,nursery,EHC plans,Multi- Sensory Impairment,2,MSI,Physical &/or Sensory,2015
201516,nursery,EHC plans,Other Difficulty/Disability,23,OTH,Other,2015
201516,nursery,EHC plans,Physical Disability,26,PD,Physical &/or Sensory,2015
201516,nursery,EHC plans,Profound & Multiple Learning Difficulty,24,PMLD,Cognition & Learning,2015
201516,nursery,EHC plans,SEN support but no specialist assessment of type of need,2,NSA,No Specific Assessment,2015
201516,nursery,EHC plans,Severe Learning Difficulty,25,SLD,Cognition & Learning,2015
201516,nursery,EHC plans,"Social, Emotional and Mental Health",11,SEMH,"Social, Emotional, Mental Health",2015
201516,nursery,EHC plans,Specific Learning Difficulty,11,SPLD,Cognition & Learning,2015
201516,nursery,EHC plans,"Speech, Language and Communications needs",47,SLCN,Communication & Interaction,2015
201516,nursery,EHC plans,Visual Impairment,5,VI,Physical &/or Sensory,2015
201516,nursery,No SEN,Missing,38076,MN,Other,2015
201516,nursery,SEN Support,Autistic Spectrum Disorder,421,ASD,Communication & Interaction,2015
201516,nursery,SEN Support,Hearing Impairment,80,HI,Physical &/or Sensory,2015
201516,nursery,SEN Support,Moderate Learning Difficulty,117,MLD,Cognition & Learning,2015
201516,nursery,SEN Support,Multi- Sensory Impairment,21,MSI,Physical &/or Sensory,2015
201516,nursery,SEN Support,Other Difficulty/Disability,226,OTH,Other,2015
201516,nursery,SEN Support,Physical Disability,170,PD,Physical &/or Sensory,2015
201516,nursery,SEN Support,Profound & Multiple Learning Difficulty,49,PMLD,Cognition & Learning,2015
201516,nursery,SEN Support,SEN support but no specialist assessment of type of need,64,NSA,No Specific Assessment,2015
201516,nursery,SEN Support,Severe Learning Difficulty,76,SLD,Cognition & Learning,2015
201516,nursery,SEN Support,"Social, Emotional and Mental Health",477,SEMH,"Social, Emotional, Mental Health",2015
201516,nursery,SEN Support,Specific Learning Difficulty,52,SPLD,Cognition & Learning,2015
201516,nursery,SEN Support,"Speech, Language and Communications needs",3535,SLCN,Communication & Interaction,2015
201516,nursery,SEN Support,Visual Impairment,50,VI,Physical &/or Sensory,2015
201516,nursery,Total,Autistic Spectrum Disorder,524,ASD,Communication & Interaction,2015
201516,nursery,Total,Hearing Impairment,96,HI,Physical &/or Sensory,2015
201516,nursery,Total,Missing,38076,MN,Other,2015
201516,nursery,Total,Moderate Learning Difficulty,137,MLD,Cognition & Learning,2015
201516,nursery,Total,Multi- Sensory Impairment,23,MSI,Physical &/or Sensory,2015
201516,nursery,Total,Other Difficulty/Disability,249,OTH,Other,2015
201516,nursery,Total,Physical Disability,196,PD,Physical &/or Sensory,2015
201516,nursery,Total,Profound & Multiple Learning Difficulty,73,PMLD,Cognition & Learning,2015
201516,nursery,Total,SEN support but no specialist assessment of type of need,66,NSA,No Specific Assessment,2015
201516,nursery,Total,Severe Learning Difficulty,101,SLD,Cognition & Learning,2015
201516,nursery,Total,"Social, Emotional and Mental Health",488,SEMH,"Social, Emotional, Mental Health",2015
201516,nursery,Total,Specific Learning Difficulty,63,SPLD,Cognition & Learning,2015
201516,nursery,Total,"Speech, Language and Communications needs",3582,SLCN,Communication & Interaction,2015
201516,nursery,Total,Visual Impairment,55,VI,Physical &/or Sensory,2015
201516,primary,EHC plans,Autistic Spectrum Disorder,16313,ASD,Communication & Interaction,2015
201516,primary,EHC plans,Hearing Impairment,2533,HI,Physical &/or Sensory,2015
201516,primary,EHC plans,Moderate Learning Difficulty,5475,MLD,Cognition & Learning,2015
201516,primary,EHC plans,Multi- Sensory Impairment,277,MSI,Physical &/or Sensory,2015
201516,primary,EHC plans,Other Difficulty/Disability,2388,OTH,Other,2015
201516,primary,EHC plans,Physical Disability,5079,PD,Physical &/or Sensory,2015
201516,primary,EHC plans,Profound & Multiple Learning Difficulty,1172,PMLD,Cognition & Learning,2015
201516,primary,EHC plans,SEN support but no specialist assessment of type of need,91,NSA,No Specific Assessment,2015
201516,primary,EHC plans,Severe Learning Difficulty,2584,SLD,Cognition & Learning,2015
201516,primary,EHC plans,"Social, Emotional and Mental Health",6353,SEMH,"Social, Emotional, Mental Health",2015
201516,primary,EHC plans,Specific Learning Difficulty,2223,SPLD,Cognition & Learning,2015
201516,primary,EHC plans,"Speech, Language and Communications needs",14736,SLCN,Communication & Interaction,2015
201516,primary,EHC plans,Visual Impairment,1222,VI,Physical &/or Sensory,2015
201516,primary,No SEN,Missing,3996078,MN,Other,2015
201516,primary,SEN Support,Autistic Spectrum Disorder,22631,ASD,Communication & Interaction,2015
201516,primary,SEN Support,Hearing Impairment,7553,HI,Physical &/or Sensory,2015
201516,primary,SEN Support,Moderate Learning Difficulty,149008,MLD,Cognition & Learning,2015
201516,primary,SEN Support,Multi- Sensory Impairment,1217,MSI,Physical &/or Sensory,2015
201516,primary,SEN Support,Other Difficulty/Disability,24524,OTH,Other,2015
201516,primary,SEN Support,Physical Disability,12486,PD,Physical &/or Sensory,2015
201516,primary,SEN Support,Profound & Multiple Learning Difficulty,556,PMLD,Cognition & Learning,2015
201516,primary,SEN Support,SEN support but no specialist assessment of type of need,25302,NSA,No Specific Assessment,2015
201516,primary,SEN Support,Severe Learning Difficulty,1978,SLD,Cognition & Learning,2015
201516,primary,SEN Support,"Social, Emotional and Mental Health",89827,SEMH,"Social, Emotional, Mental Health",2015
201516,primary,SEN Support,Specific Learning Difficulty,60505,SPLD,Cognition & Learning,2015
201516,primary,SEN Support,"Speech, Language and Communications needs",158665,SLCN,Communication & Interaction,2015
201516,primary,SEN Support,Visual Impairment,4396,VI,Physical &/or Sensory,2015
201516,primary,Total,Autistic Spectrum Disorder,38944,ASD,Communication & Interaction,2015
201516,primary,Total,Hearing Impairment,10086,HI,Physical &/or Sensory,2015
201516,primary,Total,Missing,3996078,MN,Other,2015
201516,primary,Total,Moderate Learning Difficulty,154483,MLD,Cognition & Learning,2015
201516,primary,Total,Multi- Sensory Impairment,1494,MSI,Physical &/or Sensory,2015
201516,primary,Total,Other Difficulty/Disability,26912,OTH,Other,2015
201516,primary,Total,Physical Disability,17565,PD,Physical &/or Sensory,2015
201516,primary,Total,Profound & Multiple Learning Difficulty,1728,PMLD,Cognition & Learning,2015
201516,primary,Total,SEN support but no specialist assessment of type of need,25393,NSA,No Specific Assessment,2015
201516,primary,Total,Severe Learning Difficulty,4562,SLD,Cognition & Learning,2015
201516,primary,Total,"Social, Emotional and Mental Health",96180,SEMH,"Social, Emotional, Mental Health",2015
201516,primary,Total,Specific Learning Difficulty,62728,SPLD,Cognition & Learning,2015
201516,primary,Total,"Speech, Language and Communications needs",173401,SLCN,Communication & Interaction,2015
201516,primary,Total,Visual Impairment,5618,VI,Physical &/or Sensory,2015
201516,secondary,EHC plans,Autistic Spectrum Disorder,13828,ASD,Communication & Interaction,2015
201516,secondary,EHC plans,Hearing Impairment,2044,HI,Physical &/or Sensory,2015
201516,secondary,EHC plans,Moderate Learning Difficulty,7591,MLD,Cognition & Learning,2015
201516,secondary,EHC plans,Multi- Sensory Impairment,129,MSI,Physical &/or Sensory,2015
201516,secondary,EHC plans,Other Difficulty/Disability,1716,OTH,Other,2015
201516,secondary,EHC plans,Physical Disability,4169,PD,Physical &/or Sensory,2015
201516,secondary,EHC plans,Profound & Multiple Learning Difficulty,265,PMLD,Cognition & Learning,2015
201516,secondary,EHC plans,SEN support but no specialist assessment of type of need,81,NSA,No Specific Assessment,2015
201516,secondary,EHC plans,Severe Learning Difficulty,1320,SLD,Cognition & Learning,2015
201516,secondary,EHC plans,"Social, Emotional and Mental Health",7881,SEMH,"Social, Emotional, Mental Health",2015
201516,secondary,EHC plans,Specific Learning Difficulty,5334,SPLD,Cognition & Learning,2015
201516,secondary,EHC plans,"Speech, Language and Communications needs",10023,SLCN,Communication & Interaction,2015
201516,secondary,EHC plans,Visual Impairment,1357,VI,Physical &/or Sensory,2015
201516,secondary,No SEN,Missing,2786987,MN,Other,2015
201516,secondary,SEN Support,Autistic Spectrum Disorder,19768,ASD,Communication & Interaction,2015
201516,secondary,SEN Support,Hearing Impairment,6962,HI,Physical &/or Sensory,2015
201516,secondary,SEN Support,Moderate Learning Difficulty,94850,MLD,Cognition & Learning,2015
201516,secondary,SEN Support,Multi- Sensory Impairment,449,MSI,Physical &/or Sensory,2015
201516,secondary,SEN Support,Other Difficulty/Disability,25288,OTH,Other,2015
201516,secondary,SEN Support,Physical Disability,7448,PD,Physical &/or Sensory,2015
201516,secondary,SEN Support,Profound & Multiple Learning Difficulty,131,PMLD,Cognition & Learning,2015
201516,secondary,SEN Support,SEN support but no specialist assessment of type of need,10362,NSA,No Specific Assessment,2015
201516,secondary,SEN Support,Severe Learning Difficulty,817,SLD,Cognition & Learning,2015
201516,secondary,SEN Support,"Social, Emotional and Mental Health",67376,SEMH,"Social, Emotional, Mental Health",2015
201516,secondary,SEN Support,Specific Learning Difficulty,81658,SPLD,Cognition & Learning,2015
201516,secondary,SEN Support,"Speech, Language and Communications needs",31736,SLCN,Communication & Interaction,2015
201516,secondary,SEN Support,Visual Impairment,3848,VI,Physical &/or Sensory,2015
201516,secondary,Total,Autistic Spectrum Disorder,33596,ASD,Communication & Interaction,2015
201516,secondary,Total,Hearing Impairment,9006,HI,Physical &/or Sensory,2015
201516,secondary,Total,Missing,2786987,MN,Other,2015
201516,secondary,Total,Moderate Learning Difficulty,102441,MLD,Cognition & Learning,2015
201516,secondary,Total,Multi- Sensory Impairment,578,MSI,Physical &/or Sensory,2015
201516,secondary,Total,Other Difficulty/Disability,27004,OTH,Other,2015
201516,secondary,Total,Physical Disability,11617,PD,Physical &/or Sensory,2015
201516,secondary,Total,Profound & Multiple Learning Difficulty,396,PMLD,Cognition & Learning,2015
201516,secondary,Total,SEN support but no specialist assessment of type of need,10443,NSA,No Specific Assessment,2015
201516,secondary,Total,Severe Learning Difficulty,2137,SLD,Cognition & Learning,2015
201516,secondary,Total,"Social, Emotional and Mental Health",75257,SEMH,"Social, Emotional, Mental Health",2015
201516,secondary,Total,Specific Learning Difficulty,86992,SPLD,Cognition & Learning,2015
201516,secondary,Total,"Speech, Language and Communications needs",41759,SLCN,Communication & Interaction,2015
201516,secondary,Total,Visual Impairment,5205,VI,Physical &/or Sensory,2015
201516,special,EHC plans,Autistic Spectrum Disorder,26041,ASD,Communication & Interaction,2015
201516,special,EHC plans,Hearing Impairment,788,HI,Physical &/or Sensory,2015
201516,special,EHC plans,Moderate Learning Difficulty,16427,MLD,Cognition & Learning,2015
201516,special,EHC plans,Multi- Sensory Impairment,181,MSI,Physical &/or Sensory,2015
